LATITUDE,LONGITUDE,RSRP_1,RSRP_2,RSRP_3,RSRP_4,RSRP_5,RSRP_6,RSRP_7,RSRP_8,RSRP_9,RSRP_10,RSRP_11,RSRP_12,RSRP_13,RSRP_14,RSRP_15,RSRP_16,RSRP_17,RSRP_18,RSRP_19,RSRP_20,RSRP_21,RSRP_22,RSRP_23,RSRP_24,RSRP_25,RSRP_26,RSRP_27,RSRP_28,RSRP_29,RSRP_30
658.7264165887303,746.1319125213532,-44.22287,-53.61127,-72.905464,-63.91915,-57.969715,-52.87116,-73.92987,-47.667027,-56.10195,-58.14173,-42.601795,-68.43557,-49.869774,-57.273933,-58.737896,-55.28327,-72.71673,-46.725224,-58.62685,-75.87701,-61.649193,-54.457417,-67.122345,-60.723053,-65.76824,-68.7222,-60.920788,-44.294395,-79.78758,-59.913925
721.6382301453393,635.9571006404395,-47.657726,-68.50643,-65.28548,-58.684032,-63.23179,-56.746582,-64.39727,-65.64971,-66.552025,-58.35692,-54.12342,-60.806118,-44.531925,-54.1147,-46.22777,-60.76338,-66.62294,-54.565193,-52.746933,-59.33979,-67.95199,-44.114746,-63.96895,-70.12373,-73.70716,-66.40211,-50.230736,-41.647976,-66.17037,-63.67558
755.3953683158827,630.3690440251906,-48.18555,-59.973526,-60.48435,-54.586967,-67.15802,-63.619583,-80.21405,-48.95798,-63.918564,-65.667694,-53.325813,-76.0105,-56.53672,-51.829132,-70.67349,-66.17815,-65.126816,-59.489613,-63.529243,-67.195564,-68.59783,-56.77409,-70.223694,-66.97443,-71.011795,-69.61551,-50.200737,-46.329975,-60.482216,-51.91457
337.6478307416052,966.3713464884638,-48.37167,-66.716705,-67.30774,-63.944027,-70.4754,-62.26119,-70.154396,-62.15614,-60.939972,-67.176865,-64.19743,-73.72467,-50.543255,-76.72934,-54.385834,-67.24236,-39.19458,-61.200603,-61.369797,-70.076416,-79.01602,-67.09021,-76.00363,-65.99559,-79.5645,-52.768036,-73.577675,-58.725372,-74.512215,-80.35995
751.6271757289367,635.0946236744877,-49.651535,-57.57364,-61.956966,-55.629074,-66.193665,-57.845486,-61.161114,-41.730698,-63.694225,-59.84539,-42.898445,-71.246765,-54.04402,-63.741516,-54.098022,-58.47765,-66.259155,-59.50033,-60.404213,-73.99087,-68.71545,-51.48366,-67.42722,-65.35086,-77.31495,-49.99669,-62.771587,-43.04389,-59.876526,-65.60632
731.0937390566562,635.5005807358704,-49.238407,-77.77958,-62.759197,-67.45014,-68.08425,-69.46898,-72.07835,-46.117004,-66.76856,-62.510406,-56.892967,-70.95529,-57.343132,-67.406265,-53.785557,-65.04544,-69.8372,-50.529167,-61.535645,-67.47184,-90.207405,-57.90377,-71.183556,-62.38811,-85.033356,-70.639435,-53.519863,-44.87902,-68.81224,-69.18648
384.08891588541076,972.5413662092039,-52.825375,-62.49686,-71.707504,-69.13579,-78.15815,-64.29413,-80.63232,-64.233086,-65.93026,-56.322285,-57.77774,-62.2491,-49.081406,-75.10885,-45.085587,-60.628723,-55.072342,-58.883675,-61.32603,-71.909,-75.524315,-63.75108,-69.31948,-56.779408,-67.69637,-56.55863,-60.99299,-73.51587,-74.72724,-77.135956
276.59975221851215,976.6663472168253,-72.65579,-62.38907,-67.80884,-65.98929,-63.351654,-81.45567,-78.711555,-60.064686,-65.29697,-57.107418,-63.308445,-65.224785,-64.23374,-83.69231,-55.8436,-76.93346,-38.699287,-60.65773,-59.128395,-77.716415,-64.58009,-58.074757,-78.02641,-45.415596,-75.67126,-30.697163,-73.901634,-73.08868,-79.93329,-75.30012
177.02487824286203,141.10322171389384,-71.9912,-51.25459,-45.183395,-62.596596,-39.237923,-65.46965,-41.273354,-62.396893,-63.121197,-70.79739,-73.53211,-43.13306,-62.974422,-62.260197,-64.87774,-53.437176,-55.070286,-65.357185,-55.75093,-49.16693,-61.709625,-64.51168,-75.025406,-72.125175,-40.052444,-64.1888,-57.224384,-73.5812,-61.210163,-75.07548
45.34541976686785,891.082613468474,-66.854675,-49.124832,-80.77621,-76.64866,-72.76341,-74.51376,-73.28053,-64.67605,-49.718143,-64.71635,-73.46217,-62.031574,-61.676872,-73.87372,-49.15262,-68.573524,-48.510323,-71.9041,-56.66148,-77.18534,-75.45303,-76.308075,-65.39081,-40.098785,-64.227715,-38.905003,-62.980167,-63.30596,-83.50392,-79.28381
