LATITUDE,LONGITUDE,RSRP_1,RSRP_2,RSRP_3,RSRP_4,RSRP_5,RSRP_6,RSRP_7,RSRP_8,RSRP_9,RSRP_10,RSRP_11,RSRP_12,RSRP_13,RSRP_14,RSRP_15,RSRP_16,RSRP_17,RSRP_18,RSRP_19,RSRP_20,RSRP_21,RSRP_22,RSRP_23,RSRP_24,RSRP_25,RSRP_26,RSRP_27,RSRP_28,RSRP_29,RSRP_30
-13.239896603058067,872.3531846999695,-68.72365,-57.38521,-68.56793,-74.3377,-64.951584,-66.26845,-89.68358,-81.47301,-54.014126,-74.96181,-79.61255,-69.45942,-65.94527,-74.94927,-63.771454,-61.72479,-54.60515,-72.16065,-63.02441,-64.86208,-84.1762,-71.50074,-79.504074,-39.392277,-71.84179,-44.628323,-61.556335,-68.83168,-76.46603,-74.1016
153.84813980378328,176.75130467571893,-68.553825,-62.393497,-63.646767,-71.37755,-40.026947,-62.84488,-56.35605,-59.39343,-54.02877,-73.96512,-59.264496,-39.967716,-50.405605,-61.13936,-63.3893,-65.27328,-68.57772,-61.175293,-64.811485,-42.313534,-55.77353,-54.082558,-68.225296,-71.90619,-43.424614,-59.062126,-72.35784,-74.63323,-78.95333,-62.195183
304.38884147099554,885.3002915178345,-55.530594,-51.772343,-70.72122,-70.60795,-70.05554,-65.86782,-74.45248,-65.80862,-60.4195,-59.03043,-65.46816,-72.28498,-61.185024,-65.4657,-53.21115,-66.58177,-38.75178,-65.18903,-56.181793,-54.84813,-75.48128,-64.20966,-69.0005,-45.655277,-81.45884,-41.994865,-66.26064,-68.28969,-77.79379,-64.763336
109.7703489127271,110.37790192655802,-77.114685,-58.020565,-63.187824,-70.68864,-40.80326,-63.78936,-43.143463,-65.211266,-64.28853,-80.446144,-74.22972,-54.791626,-71.99786,-76.56975,-73.3743,-53.828312,-64.50777,-62.395973,-60.025936,-47.315804,-51.614418,-57.868324,-72.43892,-70.83329,-44.688194,-63.69339,-64.33837,-74.79502,-76.12722,-69.14017
368.10105514239814,950.851838081683,-53.952343,-70.77421,-66.66172,-77.94293,-65.14232,-63.58263,-62.957813,-66.247,-61.023148,-74.396805,-65.24638,-66.39365,-56.091156,-49.327087,-68.45671,-65.06638,-53.893124,-59.178493,-60.618618,-66.769035,-76.99739,-63.56724,-59.31443,-57.29538,-84.16744,-52.442867,-72.226746,-60.156097,-62.338593,-73.203476
738.6538531908416,592.168574674303,-50.634624,-75.80273,-59.918198,-55.539097,-71.344604,-52.37527,-68.65658,-57.16534,-55.194363,-61.708485,-53.0898,-67.69524,-61.88604,-57.66878,-61.72519,-52.389153,-64.07069,-44.958992,-72.06558,-69.42516,-68.94231,-42.80675,-66.85353,-61.45145,-79.10395,-65.54369,-59.202454,-49.201286,-68.365364,-59.208485
640.2893385539072,683.0763055301336,-41.95664,-58.453014,-55.270744,-62.96896,-74.4284,-50.858658,-69.19345,-45.463985,-75.08085,-60.82851,-48.804226,-68.23449,-48.557446,-64.149925,-49.65091,-46.642902,-66.39991,-47.576103,-54.431503,-61.25563,-62.94439,-49.96622,-65.35741,-69.81195,-73.98094,-60.219448,-59.115154,-50.755955,-64.82471,-67.15462
77.9873944154572,893.7495694837601,-63.023666,-61.582035,-78.770065,-68.77212,-62.173355,-73.31518,-77.35547,-56.932407,-47.473244,-77.06965,-75.571815,-82.13519,-71.39152,-73.8831,-66.39145,-67.413345,-48.927822,-59.891888,-56.646255,-71.94836,-70.158875,-61.565014,-79.38397,-40.322227,-73.543526,-42.549435,-70.251526,-70.00862,-89.38637,-77.299385
593.0676379782537,717.0658412206492,-41.104904,-60.53174,-60.17739,-52.287075,-67.819275,-57.32249,-67.04256,-44.32792,-64.55255,-74.20617,-67.79008,-73.905304,-41.22023,-48.42649,-36.644135,-55.723694,-53.42665,-51.31711,-65.03915,-64.69119,-84.3268,-63.761135,-77.351425,-72.274216,-75.25056,-53.84778,-61.88203,-52.562363,-81.16549,-64.81927
339.04038525731653,919.8470085570428,-61.565186,-54.07039,-65.495,-71.58759,-75.40242,-79.2144,-73.95486,-50.566273,-61.383236,-66.62608,-72.362015,-62.136787,-50.112003,-73.73129,-53.524002,-73.72547,-44.086014,-59.610348,-54.697044,-67.38684,-67.87727,-70.41574,-69.194244,-58.821968,-79.01248,-50.121353,-66.36657,-65.30333,-77.34183,-73.298744
617.6138237527691,724.6463843424336,-43.124096,-71.44215,-65.80672,-68.17777,-74.11356,-55.866577,-70.10069,-63.210674,-55.16322,-50.57659,-56.065765,-70.05875,-56.96762,-62.25167,-44.303165,-58.51662,-71.87469,-52.449097,-43.687103,-66.24416,-68.736786,-66.80267,-63.234375,-64.82704,-81.30519,-51.006073,-71.946075,-60.821877,-70.82938,-66.963486
75.6565518998458,945.1433495401002,-63.820076,-74.88802,-71.78515,-60.94923,-69.35419,-59.337955,-71.00283,-69.015076,-56.726707,-58.039646,-63.91263,-76.80391,-61.20261,-79.263115,-63.78357,-65.12425,-43.1207,-74.12353,-71.142975,-67.501465,-75.7374,-66.022415,-76.6001,-42.201126,-72.704,-62.30836,-74.77061,-77.86507,-74.88034,-66.461975
