LATITUDE,LONGITUDE,RSRP_1,RSRP_2,RSRP_3,RSRP_4,RSRP_5,RSRP_6,RSRP_7,RSRP_8,RSRP_9,RSRP_10,RSRP_11,RSRP_12,RSRP_13,RSRP_14,RSRP_15,RSRP_16,RSRP_17,RSRP_18,RSRP_19,RSRP_20,RSRP_21,RSRP_22,RSRP_23,RSRP_24,RSRP_25,RSRP_26,RSRP_27,RSRP_28,RSRP_29,RSRP_30
637.1398349390308,705.4641796975185,-41.69059371948242,-65.743408203125,-55.89646530151367,-54.21535110473633,-71.34573364257812,-58.16431427001953,-72.7385482788086,-47.97307586669922,-64.82479095458984,-56.701515197753906,-55.05574035644531,-54.33539962768555,-41.541236877441406,-63.90822982788086,-57.93932342529297,-57.77460861206055,-61.74882507324219,-53.53704833984375,-63.02729034423828,-69.33879089355469,-69.15167999267578,-59.67795944213867,-66.6092529296875,-59.31925964355469,-78.13533020019531,-62.56702423095703,-56.64842987060547,-56.34075164794922,-72.69670104980469,-61.79442596435547
395.94727843106455,1006.4588875973839,-66.22566223144531,-58.542564392089844,-72.48606872558594,-74.60039520263672,-60.50956344604492,-64.70392608642578,-65.593017578125,-50.712799072265625,-63.6996955871582,-67.65658569335938,-52.17267990112305,-70.74027252197266,-53.62196731567383,-78.99359893798828,-61.57298278808594,-58.07267379760742,-48.37285232543945,-57.684844970703125,-66.27352905273438,-84.01841735839844,-70.29045867919922,-51.44172668457031,-84.00130462646484,-49.42866897583008,-80.58473205566406,-51.35367965698242,-74.17049407958984,-68.69512939453125,-81.14984893798828,-70.7453384399414
714.9094706275388,526.3912158962748,-55.87141799926758,-57.610008239746094,-51.426979064941406,-55.060638427734375,-64.63428497314453,-46.811920166015625,-63.241111755371094,-46.97441482543945,-60.795448303222656,-67.61590576171875,-64.30057525634766,-60.8765869140625,-57.00393295288086,-57.7171516418457,-46.584617614746094,-53.88471603393555,-65.04183197021484,-49.93987274169922,-68.552734375,-60.869083404541016,-70.13517761230469,-40.0,-53.60308837890625,-68.12657165527344,-64.48694610595703,-55.29523849487305,-56.17811965942383,-40.0,-76.07711029052734,-57.69265365600586
165.75141694357663,902.7210807777548,-66.97297668457031,-64.13722229003906,-73.2033920288086,-61.78213882446289,-69.28211212158203,-63.55695343017578,-64.98004150390625,-59.58795928955078,-63.24544143676758,-63.8977165222168,-66.88434600830078,-66.6922378540039,-59.416988372802734,-80.84004211425781,-47.67967987060547,-62.66661834716797,-51.392269134521484,-66.4560775756836,-60.96355438232422,-66.07069396972656,-73.91010284423828,-71.89217376708984,-74.60848236083984,-42.959197998046875,-79.01712799072266,-40.0,-65.42090606689453,-65.69135284423828,-64.77340698242188,-79.73441314697266
618.5200372798552,777.0566716443409,-40.0,-61.57829284667969,-53.796993255615234,-55.74190902709961,-66.6781005859375,-64.93749237060547,-73.45193481445312,-46.51961135864258,-58.55775833129883,-62.2479248046875,-51.156951904296875,-58.16963577270508,-52.016483306884766,-63.796566009521484,-40.865657806396484,-60.09804153442383,-67.98931884765625,-46.03470993041992,-68.24491882324219,-65.7034912109375,-72.18346405029297,-61.66265106201172,-70.5338134765625,-60.818885803222656,-76.45355224609375,-65.06852722167969,-57.53024673461914,-49.142520904541016,-63.95418930053711,-70.37520599365234
669.3404800229875,556.9931338021146,-50.1031379699707,-75.61096954345703,-54.630672454833984,-51.32358169555664,-72.0068359375,-56.59676742553711,-56.45911407470703,-40.0,-65.53713989257812,-69.47538757324219,-56.78913116455078,-62.61581039428711,-48.98591613769531,-63.49482345581055,-40.0,-50.42197799682617,-58.55467224121094,-47.65724563598633,-59.621578216552734,-71.63897705078125,-62.72789764404297,-49.660404205322266,-52.864036560058594,-63.814598083496094,-59.19050979614258,-64.30183410644531,-48.62666702270508,-40.0,-64.16153717041016,-62.45259094238281
203.62772331272433,120.81605617549303,-72.26497650146484,-43.661231994628906,-47.803565979003906,-81.9772720336914,-40.0,-58.78583908081055,-40.0,-73.87420654296875,-66.34867095947266,-73.20613098144531,-73.29199981689453,-40.0,-54.57381820678711,-66.65172576904297,-67.61410522460938,-63.40547180175781,-68.95094299316406,-56.16389846801758,-61.90952682495117,-46.52690887451172,-53.120548248291016,-53.58925247192383,-69.64946746826172,-61.64912796020508,-40.0,-59.542152404785156,-69.01642608642578,-69.4156265258789,-68.01852416992188,-59.832679748535156
79.00620130333829,799.7763834382076,-72.26771545410156,-65.14932250976562,-70.18753814697266,-78.56785583496094,-68.40518188476562,-56.083526611328125,-69.29923248291016,-65.84222412109375,-47.56001663208008,-65.56715393066406,-74.33613586425781,-70.5303726196289,-65.03638458251953,-78.9400863647461,-56.26365661621094,-62.79191589355469,-43.94552230834961,-63.63471221923828,-40.680511474609375,-63.330745697021484,-75.55889892578125,-74.20954132080078,-80.91342163085938,-40.0,-68.1044692993164,-40.0,-61.454505920410156,-64.54768371582031,-84.84136199951172,-69.07526397705078
163.43410533685466,99.59038338921198,-73.08989715576172,-62.694091796875,-62.717708587646484,-74.03157806396484,-40.0,-71.84362030029297,-40.0,-66.33351135253906,-60.98225784301758,-77.28528594970703,-76.10751342773438,-40.0,-71.83612060546875,-70.05962371826172,-61.826839447021484,-57.0273323059082,-74.31639862060547,-71.73589324951172,-67.26561737060547,-40.8978271484375,-47.4544792175293,-55.74972915649414,-69.6122817993164,-68.31641387939453,-40.0,-65.63978576660156,-77.98457336425781,-69.56590270996094,-59.25822830200195,-65.16829681396484
769.6639097970691,604.9355660957643,-49.95254135131836,-68.12982940673828,-46.02334976196289,-49.19746780395508,-58.86207580566406,-50.874202728271484,-57.14615249633789,-59.777732849121094,-65.80973815917969,-57.4705696105957,-57.22037124633789,-74.83208465576172,-64.5072250366211,-61.354942321777344,-51.929725646972656,-58.6243896484375,-67.97023010253906,-59.96125793457031,-66.59544372558594,-65.50226593017578,-79.14332580566406,-45.184959411621094,-65.12425231933594,-66.83087921142578,-65.44024658203125,-69.88114929199219,-59.337894439697266,-54.30085754394531,-60.16865539550781,-62.357566833496094
93.75640130206409,860.6715660680009,-68.60562133789062,-53.02888107299805,-72.57512664794922,-78.93931579589844,-64.9767837524414,-65.50099182128906,-70.31990814208984,-66.75121307373047,-49.34241485595703,-62.31230545043945,-75.35334014892578,-67.63873291015625,-63.62216567993164,-73.23662567138672,-43.36573791503906,-65.62926483154297,-52.814857482910156,-65.89653778076172,-63.72263717651367,-76.65046691894531,-72.76240539550781,-70.58003234863281,-73.230712890625,-40.0,-69.34272003173828,-40.0,-78.36671447753906,-76.8891372680664,-73.48210906982422,-64.63687896728516
367.4110904370246,1010.8699629799311,-58.439029693603516,-74.07450103759766,-71.60369873046875,-76.19628143310547,-70.15076446533203,-61.35328674316406,-80.4898910522461,-64.50089263916016,-56.09184265136719,-78.47020721435547,-63.10377883911133,-68.45718383789062,-60.5775260925293,-71.07649993896484,-59.981842041015625,-75.27446746826172,-51.201011657714844,-56.51380157470703,-61.46064376831055,-61.19514083862305,-75.07316589355469,-65.93851470947266,-77.76399993896484,-63.02263641357422,-80.26763916015625,-57.358306884765625,-76.84263610839844,-59.12049865722656,-64.38517761230469,-73.35008239746094
