LATITUDE,LONGITUDE,RSRP_1,RSRP_2,RSRP_3,RSRP_4,RSRP_5,RSRP_6,RSRP_7,RSRP_8,RSRP_9,RSRP_10,RSRP_11,RSRP_12,RSRP_13,RSRP_14,RSRP_15,RSRP_16,RSRP_17,RSRP_18,RSRP_19,RSRP_20,RSRP_21,RSRP_22,RSRP_23,RSRP_24,RSRP_25,RSRP_26,RSRP_27,RSRP_28,RSRP_29,RSRP_30
116.35938650888113,127.73947917036139,-67.11598,-58.745865,-62.228306,-69.29851,-50.628723,-57.201984,-45.586212,-64.558426,-62.581482,-78.15263,-67.5881,-43.255966,-64.35451,-74.36755,-71.47503,-58.69079,-72.47947,-62.25683,-62.21096,-41.165363,-47.839275,-64.115074,-64.224945,-69.19414,-45.165657,-63.441353,-72.10036,-69.06857,-63.86445,-64.91669
115.27066873139927,788.8118816251726,-67.85682,-63.205784,-65.67791,-70.87008,-72.40619,-67.604576,-69.67563,-61.034126,-55.938705,-75.01289,-70.32209,-58.274185,-63.70525,-73.282,-60.048466,-63.695232,-52.49092,-68.519966,-59.01484,-64.25538,-66.483315,-74.73473,-78.14537,-46.03702,-63.49922,-44.948166,-72.84653,-65.448975,-79.29616,-74.15062
113.60025854395417,140.70812128974376,-69.96984,-66.76459,-65.207214,-68.740814,-53.115887,-62.23926,-42.965515,-64.72867,-64.89042,-74.45947,-76.068565,-35.607403,-70.24696,-66.07351,-65.18153,-60.670017,-67.44753,-63.868103,-58.156754,-31.838703,-37.504288,-66.8483,-75.64635,-66.48091,-39.507435,-58.07723,-62.336246,-72.43324,-82.08163,-73.63889
74.91135598729994,960.2621712860464,-61.697933,-55.02606,-67.22676,-69.25933,-75.14498,-70.026886,-75.59276,-59.419506,-43.193428,-73.065094,-70.60349,-70.43207,-62.234726,-74.81056,-62.93817,-58.408592,-45.101852,-56.841164,-50.976994,-66.302,-71.09491,-67.54051,-76.79153,-33.544548,-68.22627,-43.036987,-77.50386,-67.66127,-78.0499,-70.17118
742.2511329938443,582.6985392095171,-51.761955,-67.374855,-54.720924,-54.60289,-70.17756,-57.1528,-69.755875,-43.843422,-65.20205,-63.39784,-59.319042,-61.614594,-49.629646,-61.939926,-54.109848,-61.795757,-68.56315,-54.1635,-63.570644,-61.90657,-66.5525,-62.74821,-64.72925,-66.34515,-69.16649,-61.586933,-59.696613,-45.775585,-68.28659,-66.35175
398.0027100331189,954.1333459084508,-54.14115,-57.6415,-76.66617,-71.010216,-73.82291,-75.73945,-76.26611,-46.93739,-68.00775,-54.191475,-66.056595,-70.85198,-58.26022,-80.95668,-49.01303,-63.65382,-48.970562,-52.802055,-53.078835,-70.56996,-65.96008,-75.15066,-70.66553,-56.35482,-65.09375,-51.662514,-66.17517,-67.80624,-69.62171,-73.09377
297.8222775006828,904.2692845969544,-59.602352,-65.576836,-74.48406,-70.55493,-75.8784,-72.92564,-72.68058,-52.163998,-63.89004,-61.202637,-68.29701,-67.77217,-65.868576,-78.2458,-54.533154,-65.35949,-41.86779,-61.04128,-61.569866,-77.26564,-65.66219,-70.976234,-74.2514,-54.119595,-64.09578,-42.473427,-70.79508,-64.56224,-70.863365,-71.50485
725.5063631350902,576.79010187668,-63.158775,-67.67301,-61.36878,-46.729813,-83.4989,-57.140633,-75.66417,-36.21987,-61.73657,-53.449852,-56.162796,-63.730648,-57.16424,-51.089806,-45.065685,-40.574173,-71.2092,-44.169525,-57.801342,-55.901432,-51.83386,-50.348736,-74.7977,-63.531506,-66.81348,-70.4691,-51.43291,-39.28363,-74.35271,-62.605892
114.33190830293398,221.31425597341075,-71.004875,-56.429386,-62.680355,-69.31376,-46.77836,-69.39316,-46.098022,-66.38074,-54.703693,-78.20392,-70.36322,-42.38307,-72.36845,-66.88496,-73.21445,-61.4279,-62.080242,-63.08647,-53.275677,-42.00343,-40.52114,-67.243805,-75.7025,-54.81173,-43.97291,-57.88014,-67.390274,-71.29859,-80.66652,-66.326096
89.6774492212707,830.2455020104208,-68.83528,-65.07187,-66.19286,-70.12432,-69.6033,-65.9678,-73.7491,-58.13655,-48.8634,-77.92077,-64.73681,-60.48183,-68.11777,-70.76348,-60.90466,-62.895603,-44.02587,-58.440674,-56.411846,-68.376045,-70.62937,-72.07049,-83.44177,-39.559105,-64.39445,-47.263115,-72.93076,-66.23394,-75.20327,-66.87706
176.29048612172232,151.4136111336598,-57.881252,-56.698402,-62.36309,-63.59283,-52.14228,-57.06242,-51.608353,-51.53434,-65.372986,-67.042854,-70.340546,-42.938683,-66.965706,-71.67162,-63.78601,-51.971848,-74.102394,-50.11228,-63.971016,-39.961906,-45.675346,-74.22231,-61.525738,-70.85808,-40.416286,-62.05179,-68.98423,-66.429245,-67.48222,-60.28015
572.1110424478015,622.3710612625418,-54.62399,-75.56682,-73.4569,-50.891777,-71.63984,-67.38037,-74.43264,-41.043007,-60.31882,-56.70017,-53.650536,-60.812794,-55.141888,-70.37668,-43.779884,-68.23183,-64.447624,-54.73239,-48.296547,-62.23842,-64.313705,-64.09938,-66.043076,-65.026924,-71.37341,-58.945324,-52.301064,-53.20837,-78.24195,-61.500114
344.96827826780986,939.3234384071861,-58.50067,-66.598145,-72.76876,-66.38794,-73.51931,-76.01989,-69.60309,-57.3669,-60.127045,-64.11983,-60.98416,-62.73797,-56.91988,-79.681046,-53.190887,-70.56028,-57.104595,-66.30985,-49.593346,-67.76399,-65.38943,-72.36698,-74.01764,-57.151184,-69.482956,-45.42856,-70.84284,-62.21782,-80.55204,-77.74348
739.5578528839615,491.2777818028359,-66.32576,-75.90295,-56.418518,-45.509525,-77.21351,-57.31999,-67.88578,-42.412537,-64.82693,-63.059017,-54.098076,-65.43633,-58.829475,-56.979225,-58.322155,-42.61852,-63.77229,-51.879566,-64.24479,-64.52697,-64.05712,-47.738827,-64.43317,-69.43731,-67.495224,-63.602,-52.991722,-40.4794,-63.190155,-60.11619
780.0076947425439,595.8750174437732,-56.98783,-71.51223,-55.199757,-52.019936,-74.483505,-60.301975,-70.585434,-44.780014,-66.763176,-56.94512,-53.029934,-59.544197,-56.3966,-62.01774,-53.62011,-68.50464,-71.75132,-52.67583,-55.726658,-61.208282,-58.743412,-53.78221,-62.864075,-66.79217,-70.37468,-69.18016,-60.20394,-41.23752,-71.01891,-62.608864
71.89522505950112,810.0424331339485,-62.920574,-50.947098,-68.51781,-71.2394,-68.34884,-67.35938,-63.16187,-50.90134,-62.591988,-68.20582,-68.777084,-56.288868,-61.94579,-74.31328,-70.63132,-59.741867,-59.097435,-56.342224,-49.881756,-58.565372,-73.4902,-75.05948,-70.704865,-41.31276,-65.44122,-49.19584,-78.04307,-60.383778,-85.228355,-68.19636
